(1, 1.4620248736691557, 1.4538486829761046)
(2, 1.4242673581274197, 1.413333401848357)
(3, 1.418390487136333, 1.4240749986971821)
(4, 1.4133104541280046, 1.4238253762131328)
(5, 1.4314075664249937, 1.4285590890895565)
(6, 1.428671734551554, 1.4276114695795954)
(7, 1.4180965599276507, 1.4158557198219603)
(8, 1.4168920577512374, 1.4149552456346335)
(9, 1.423180033257128, 1.4514395444066834)
(10, 1.433291026642364, 1.4371257876048056)
(11, 1.4183144237055756, 1.4140591699788105)
(12, 1.4126367844877192, 1.4243810732511168)
(13, 1.4095919501493588, 1.4058853578889405)
(14, 1.4072574192283536, 1.4157902524038029)
(15, 1.4064168467307818, 1.4176945770342824)
(16, 1.4033678383836816, 1.406731422414456)
(17, 1.402773029523037, 1.4111220584278132)
(18, 1.4178025582751166, 1.4217752211701387)
(19, 1.41125730439331, 1.4243912277174615)
(20, 1.4083006802822398, 1.4065891862242177)
(21, 1.3962450289944355, 1.4121616129895966)
(22, 1.4248695893341472, 1.426114219522173)
(23, 1.4112664685802587, 1.4366033092376378)
(24, 1.4134334065211054, 1.4166012937617458)
(25, 1.4136046609166586, 1.4100983714851538)
(26, 1.406681866292473, 1.4124135623985161)
(27, 1.4074569707139926, 1.413598328433322)
(28, 1.4047768223189891, 1.428135354784264)
(29, 1.3978392675076665, 1.4162306656988628)
(30, 1.3931024661571838, 1.4256999602974187)
(31, 1.3903759049716955, 1.410952946110076)
(32, 1.3902039005867306, 1.4049106320325941)
(33, 1.3923081631801038, 1.4090636201672457)
(34, 1.3893848367536006, 1.3994226866991466)
(35, 1.3884729579511783, 1.4067528736746762)
(36, 1.3877110249041777, 1.408881036084534)
(37, 1.3872216686830474, 1.413952883116191)
(38, 1.3877775109333885, 1.415500310659554)
(39, 1.3858428226344164, 1.4053020526117188)
(40, 1.3860122995270683, 1.4037995898176165)
(41, 1.4127861333471396, 1.4068145368770295)
(42, 1.3905388991070038, 1.4529661525897712)
(43, 1.3933373253449763, 1.4107705717774945)
(44, 1.4019148156170442, 1.4189433328225476)
(45, 1.3965192491497456, 1.4115551345689086)
(46, 1.3976192983814983, 1.4190258784627503)
(47, 1.4098448896220654, 1.4142329309817172)
(48, 1.403646065660663, 1.403336656643909)
(49, 1.387036215526058, 1.4047316920898885)
(50, 1.391723188390928, 1.4307636449403143)
(51, 1.411458562579885, 1.4050777357162614)
(52, 1.3865179981327986, 1.3994768346750968)
(53, 1.38937877432398, 1.4315143963044947)
(54, 1.4050834888410968, 1.4151867623382814)
(55, 1.3955510259611232, 1.3999098289931975)
(56, 1.388233043482096, 1.4106124600862453)
(57, 1.4002057846670348, 1.4148617335547309)
(58, 1.3958147482834407, 1.4219307951406903)
(59, 1.3886020783819393, 1.4162463241863068)
(60, 1.3854726256153371, 1.3941389652931877)
(61, 1.3838432375717096, 1.4083956532652901)
(62, 1.3856489196479267, 1.4022777099203312)
(63, 1.3848331775057445, 1.3954384488568212)
(64, 1.3873669244461777, 1.4166376280473398)
(65, 1.3841471663873293, 1.4051284543698312)
(66, 1.3844700869545847, 1.4078742325692493)
(67, 1.3826844622131809, 1.3991122168888008)
(68, 1.3849930232870382, 1.4182410021766023)
(69, 1.3835385465548642, 1.4220414095384133)
(70, 1.3848306972962907, 1.4346745647932313)
(71, 1.383152702436362, 1.4086628214843997)
(72, 1.384840114814039, 1.4276685368880428)
(73, 1.3846237541062565, 1.4071193863690665)
(74, 1.3819682184797581, 1.4067905875064155)
(75, 1.3815759934989376, 1.3985376384989447)
(76, 1.3807820495320515, 1.4121621491158414)
(77, 1.3826376484250817, 1.417303727297327)
(78, 1.38350854929413, 1.4015817568401958)
(79, 1.3827514767060438, 1.4054752679454772)
(80, 1.3826632326945396, 1.399550110570733)
(81, 1.381441353230639, 1.4064979620639184)
(82, 1.3804979428934172, 1.4141846551945298)
(83, 1.3826359844053144, 1.4124486778278262)
(84, 1.384291569259864, 1.4109694180044596)
(85, 1.3810992639285233, 1.4013630437652216)
(86, 1.3820731549252152, 1.4015138043642357)
(87, 1.3821737443105588, 1.4010676242581528)
(88, 1.3811651225845167, 1.4101918278748067)
(89, 1.381792698760181, 1.4117074296425756)
(90, 1.3833454708908686, 1.4002392051943984)
(91, 1.3825733145550891, 1.4031849582276597)
(92, 1.3834903541787922, 1.4062644972445886)
(93, 1.3807848034204038, 1.4187063136431923)
(94, 1.3807528218969034, 1.4068989011220454)
(95, 1.3811988844614373, 1.4077039409311654)
(96, 1.3812768967149658, 1.4036670511475973)
(97, 1.3804528183718585, 1.3959728509297804)
(98, 1.3798699907820047, 1.4048179673130123)
(99, 1.3803774669196671, 1.4037040982746227)
(100, 1.3809951893864012, 1.4244397241242412)
