(1, 2.5263921705094083, 2.399083737731671)
(2, 2.4981924661453507, 2.3709807683752606)
(3, 2.474097190061796, 2.36290031137285)
(4, 2.4656582583310125, 2.335299167140731)
(5, 2.45655948829216, 2.322086393942446)
(6, 2.449167697527949, 2.3202404349657724)
(7, 2.4468197453916334, 2.3345119665029133)
(8, 2.4503287728149417, 2.3182990621509374)
(9, 2.441228707916203, 2.3076636060790716)
(10, 2.435721414385484, 2.3131329450193983)
(11, 2.434746999880493, 2.3038060884035394)
(12, 2.431893145970237, 2.3082501429032876)
(13, 2.436956109243327, 2.3512440991247)
(14, 2.466238592219793, 2.3563795619071297)
(15, 2.476228502570085, 2.3486756365255212)
(16, 2.472907469535238, 2.3626431822472584)
(17, 2.4721141367328974, 2.3516900008970105)
(18, 2.472785665538605, 2.347009791104742)
(19, 2.466560811845989, 2.351122854440702)
(20, 2.467727493591562, 2.3453922763888135)
(21, 2.462240393022256, 2.3339901742781435)
(22, 2.463865934438013, 2.345745461687726)
(23, 2.4548890505320027, 2.334147368991939)
(24, 2.4506016105276327, 2.3372135225651)
(25, 2.4431017755267814, 2.334182808834334)
(26, 2.432825611106573, 2.335090981169231)
(27, 2.438181691828227, 2.3431913420840442)
(28, 2.444067125610435, 2.3280178605961823)
(29, 2.4325227155924782, 2.3135050513270254)
(30, 2.433362253898051, 2.327360700987676)
(31, 2.4180444684377758, 2.3066056685486336)
(32, 2.420856730304483, 2.3219095590301206)
(33, 2.415451696849937, 2.3234154085865963)
(34, 2.4193156062744237, 2.3016583228225107)
(35, 2.4099395167677367, 2.312926526321655)
(36, 2.40520702104356, 2.316378956926186)
(37, 2.4003360927118713, 2.3171256347305786)
(38, 2.3971326299398257, 2.3183539991303643)
(39, 2.3916173710668653, 2.3135443941374434)
(40, 2.392252729644447, 2.302850011645946)
(41, 2.3903818434668187, 2.3162427633988054)
(42, 2.393011019395652, 2.321394070025523)
(43, 2.38848932246361, 2.3101307124385735)
(44, 2.382180415883086, 2.3121944573008557)
(45, 2.384215793080117, 2.314365697726765)
(46, 2.3823972379258334, 2.3362330980594033)
(47, 2.381173704838618, 2.3166642509465536)
(48, 2.3782674090031426, 2.3135525675662048)
(49, 2.377650556364017, 2.3083853214821346)
(50, 2.3829191121506406, 2.3073511462764436)
(51, 2.41030057340048, 2.3222894251302977)
(52, 2.4201942350736547, 2.3086316640816267)
(53, 2.4019978031819678, 2.300881776457852)
(54, 2.380124354564653, 2.306636479984614)
(55, 2.3778374616321356, 2.303315206035166)
(56, 2.3811979390303324, 2.302787713154479)
(57, 2.3771972176203344, 2.2977454477924266)
(58, 2.3735486179429675, 2.299120161991326)
(59, 2.3695355648654695, 2.333566266939549)
(60, 2.3741223286262545, 2.3065370008014257)
(61, 2.376252967193533, 2.314112683839586)
(62, 2.389195062560279, 2.319760876891381)
(63, 2.4142997710143197, 2.3158987839089553)
(64, 2.3980839403335437, 2.3382990822024903)
(65, 2.3740942274926775, 2.311502170163381)
(66, 2.37260098177943, 2.3022053068255097)
(67, 2.3695067694110397, 2.299086583707274)
(68, 2.3703506414915365, 2.3105109447190326)
(69, 2.3632870217523188, 2.303496139011929)
(70, 2.3645382769140975, 2.301524522914874)
(71, 2.36685867358708, 2.3131613848560386)
(72, 2.3602610373333897, 2.305682414089725)
(73, 2.3601665980302604, 2.3219106827865614)
(74, 2.3637581910012413, 2.3143647957107265)
(75, 2.3633569709013607, 2.312262004200799)
(76, 2.365315959701987, 2.319569904536002)
(77, 2.3655669052761357, 2.3151542640538287)
(78, 2.3522842917482203, 2.302508843685078)
(79, 2.353576386866756, 2.3128824054688653)
(80, 2.3598678051207314, 2.3107494013808245)
(81, 2.356386620162257, 2.311959757242213)
(82, 2.3615598366393584, 2.3055026551303586)
(83, 2.3521053265016953, 2.3218984586877354)
(84, 2.35819920292794, 2.339555574265552)
(85, 2.351668717848514, 2.3102456924172317)
(86, 2.351443510579417, 2.3030735422969517)
(87, 2.3623492951510934, 2.305676711043927)
(88, 2.35815079417383, 2.301435422341606)
(89, 2.3521909974003385, 2.2942218364914466)
(90, 2.3449747662572324, 2.3072661956623013)
(91, 2.3513771598158013, 2.324160114760367)
(92, 2.346213052468169, 2.324144277569343)
(93, 2.347933459453224, 2.3003403784033187)
(94, 2.347123249238928, 2.310914362456549)
(95, 2.342461923783089, 2.2978540778412677)
(96, 2.3432746367311434, 2.3018018830225997)
(97, 2.345128345248791, 2.3300189138476735)
(98, 2.336221985819507, 2.2995895293663273)
(99, 2.3488021927465317, 2.3185163610868513)
(100, 2.381857523126399, 2.3238567867112985)
