(1, 2.4426059067600563, 2.588694408680011)
(2, 2.4102255341727377, 2.5740787522631794)
(3, 2.397942466819159, 2.5820942142253562)
(4, 2.393928505975167, 2.5834895794955437)
(5, 2.402727454383201, 2.595506377527457)
(6, 2.3954218571826242, 2.558967392639522)
(7, 2.3946439186860347, 2.5405238796803005)
(8, 2.3851578995704066, 2.595992209640963)
(9, 2.3783779868510235, 2.5751110643410624)
(10, 2.3690722577975922, 2.5534563207964798)
(11, 2.376689559913677, 2.54352567092904)
(12, 2.3662368285617985, 2.562273205707773)
(13, 2.371604452057441, 2.5515031284984038)
(14, 2.381844905076112, 2.5532971202686716)
(15, 2.3721459904190514, 2.543278697143177)
(16, 2.3812075200210936, 2.528918480704253)
(17, 2.375090750649806, 2.5415810615245578)
(18, 2.376633000505934, 2.5220167802547047)
(19, 2.363466134358777, 2.5305434043431094)
(20, 2.374649814098491, 2.53899059794128)
(21, 2.374378638686718, 2.537157539594565)
(22, 2.3698049790939466, 2.524522880624688)
(23, 2.370603685042588, 2.572401489894787)
(24, 2.3889126725771073, 2.5801809439206376)
(25, 2.3741357768013116, 2.52254111138653)
(26, 2.367266528364433, 2.5368369715230084)
(27, 2.379253986888231, 2.546727199383498)
(28, 2.3766228695851925, 2.5857562701497567)
(29, 2.361115949048471, 2.5478664352142104)
(30, 2.364990794406374, 2.5267158644166505)
(31, 2.3717689244744258, 2.5188002808827856)
(32, 2.3596360305883484, 2.5299822440476905)
(33, 2.361603721794502, 2.514675712334203)
(34, 2.361615989301837, 2.5375017027582327)
(35, 2.358899222635455, 2.534670695981955)
(36, 2.3571799585137967, 2.562811880971833)
(37, 2.372496633611335, 2.510153036611694)
(38, 2.354160900873059, 2.5230923309558038)
(39, 2.3673553171315485, 2.5549075370765033)
(40, 2.3794559361289167, 2.570739781522613)
(41, 2.3807154365385474, 2.5473570925150035)
(42, 2.3710864405650196, 2.5375980506546)
(43, 2.352459206908306, 2.527215350091306)
(44, 2.353867996991278, 2.5122828897867833)
(45, 2.353199996380727, 2.5196968973115443)
(46, 2.3494304899760423, 2.547182817003049)
(47, 2.355236587551428, 2.5292547338405598)
(48, 2.341857071488819, 2.5267777907465163)
(49, 2.3456211313249833, 2.5559254864331846)
(50, 2.344346456185453, 2.545247518969881)
(51, 2.357833726053499, 2.5369538604927633)
(52, 2.3494366407085017, 2.544515328696418)
(53, 2.3445385263489844, 2.522961732259269)
(54, 2.3389809886702984, 2.5265217579811696)
(55, 2.349693500595457, 2.55333977457472)
(56, 2.378028526420099, 2.541429676204658)
(57, 2.3696079384116926, 2.5277796896532867)
(58, 2.3441014005868084, 2.538573298367892)
(59, 2.3545653099574047, 2.5428560110437104)
(60, 2.3650454906098597, 2.527858299730835)
(61, 2.3511071238515693, 2.5152558846796294)
(62, 2.3494243577065315, 2.5642372605483144)
(63, 2.361555320921531, 2.5153627798955274)
(64, 2.3532584713950224, 2.5710400528368282)
(65, 2.3462381695862518, 2.541741506264565)
(66, 2.3389290539661265, 2.5583275565100347)
(67, 2.333510209792173, 2.496911600541654)
(68, 2.341631856951687, 2.51574521528482)
(69, 2.3362972838864056, 2.5952362734264547)
(70, 2.338252401098614, 2.5038203399411127)
(71, 2.3368075337389222, 2.5070423601052325)
(72, 2.3361433196609256, 2.5098486153925696)
(73, 2.332107470201617, 2.5296810118834268)
(74, 2.329477634355909, 2.539395070527434)
(75, 2.3359146404558713, 2.522306532462053)
(76, 2.3397988606153, 2.5496973352789687)
(77, 2.339841734636301, 2.521624570077718)
(78, 2.3256289177318576, 2.5202756187276654)
(79, 2.329067040115342, 2.5120964474962357)
(80, 2.3237912391654536, 2.5023920966453805)
(81, 2.3285534963868053, 2.522626471582403)
(82, 2.3231210421275645, 2.516749452046139)
(83, 2.3230629559065723, 2.545260528860667)
(84, 2.3346248175607727, 2.5276128104248223)
(85, 2.3205180026049286, 2.54699773308409)
(86, 2.3161173571031517, 2.5158068417992347)
(87, 2.3229300061251448, 2.53114530252829)
(88, 2.3209650373217565, 2.5252852124680545)
(89, 2.328726132028124, 2.5264984933195116)
(90, 2.3228314379272916, 2.6082877265772275)
(91, 2.3388615149137593, 2.5244791263762125)
(92, 2.3584931634052912, 2.5403249284965543)
(93, 2.3575195249407006, 2.5321634547207235)
(94, 2.3563666085428903, 2.5366624736842067)
(95, 2.356995122318706, 2.523095374072175)
(96, 2.3541533595376114, 2.541375762668992)
(97, 2.3580236274538993, 2.5173813985420583)
(98, 2.3609508835523174, 2.535392704234654)
(99, 2.3552212101995047, 2.552444560611844)
(100, 2.3421956813044105, 2.510034687360972)
