(1, 0.6720195971692978, 0.9731609971393791, 0.7320123051095345)
(2, 0.752449646162221, 0.774110376890352, 1.011685937865362)
(3, 0.7615677735438214, 0.7378798652852453, 1.0012725885722937)
(4, 0.7693249863908547, 0.7477253178613158, 0.725056279502874)
(5, 0.7720468154599891, 0.7461568332245172, 0.7941238814402143)
(6, 0.7742242787152966, 0.7648714533770238, 0.7621584431221126)
(7, 0.7743603701687534, 0.7702137299668492, 0.7110929711514989)
(8, 0.7229178007621121, 0.866337393111194, 0.9672979534878439)
(9, 0.7294501905280348, 0.8507838455527115, 0.7257155753896715)
(10, 0.773543821448013, 0.7569631956443139, 0.7593002357313822)
(11, 0.7724550898203593, 0.7499157351383228, 0.746897775994408)
(12, 0.7671475231355471, 0.7619857431978946, 0.7099533767905086)
(13, 0.7743603701687534, 0.7634166528900607, 0.7461069590773557)
(14, 0.7755851932498639, 0.7558497637402408, 0.766247812614948)
(15, 0.7804844855743059, 0.7570301039133481, 0.7461992320419575)
(16, 0.7813010342950463, 0.7525182309732439, 0.8029319501472317)
(17, 0.7740881872618399, 0.7685738329846735, 0.7435816722074357)
(18, 0.7195155144256941, 0.8902007556029271, 1.0631155913745036)
(19, 0.6495645073489384, 1.0201342521232015, 1.012985085864198)
(20, 0.6390854654327708, 1.0486373336097812, 1.1208743521388926)
(21, 0.6366358192705498, 1.0397882877307085, 1.0352632755941196)
(22, 0.6309199782253675, 1.0448062425179374, 1.3170029053585264)
(23, 0.6252041371801851, 1.0737902665141212, 1.0421676160198272)
(24, 0.6543277082199238, 0.9992424755857104, 0.9888770171715794)
(25, 0.6298312465977136, 1.0421204102088892, 1.150916677709367)
(26, 0.6467065868263473, 1.012531118525953, 1.0734917442713494)
(27, 0.660587915078933, 0.9974755275696138, 0.9331471442861752)
(28, 0.6623571039738705, 0.9822826320083959, 0.8325971731864802)
(29, 0.7485029940119761, 0.8351963769414884, 0.9335017002623165)
(30, 0.6590909090909091, 1.0080373390410644, 0.9158854850259697)
(31, 0.6545998911268373, 1.0115464052767504, 0.911198999398617)
(32, 0.6781437125748503, 0.9564098490697703, 1.0230004989979369)
(33, 0.6763745236799129, 0.9807969767629774, 1.204858777227963)
(34, 0.6260206859009254, 1.0804712519013728, 1.3672058943149046)
(35, 0.6069678824169842, 1.1055718109588546, 1.1933422602787127)
(36, 0.668481219379423, 0.9960591139296063, 0.8135546411070886)
(37, 0.634594447468699, 1.1103422001948382, 1.227016125972726)
(38, 0.6765106151333696, 0.9909343108826152, 0.7991390045465842)
(39, 0.7555797495917257, 0.8064817684526178, 0.7576000956307932)
(40, 0.7640174197060424, 0.7889284282720523, 0.7244385936246525)
(41, 0.7640174197060424, 0.7910440560660554, 0.8152234124745484)
(42, 0.7641535111594991, 0.7904629812783845, 0.9454032149444455)
(43, 0.6484757757212847, 1.036622542897337, 1.0610591542823915)
(44, 0.6213935764833969, 1.0954952971306993, 1.0676869161231326)
(45, 0.6454817637452368, 1.027759261037735, 1.0525796196256674)
(46, 0.7215568862275449, 0.8889769750066073, 0.8335383070602903)
(47, 0.7702776265650517, 0.779050281256541, 0.7845547954922225)
(48, 0.7663309744148068, 0.7798042723677134, 0.708643644344258)
(49, 0.7678279804028307, 0.7690724317843722, 0.7843326550931707)
(50, 0.7581654872074034, 0.8033628482520194, 0.9081681297378861)
(51, 0.7112139357648339, 0.9250058687128688, 0.8768241585919878)
(52, 0.7483669025585193, 0.8082812032777551, 0.7487066845725421)
(53, 0.7664670658682635, 0.7740583507385006, 1.1036243074921237)
(54, 0.7627925966249319, 0.7869657148893733, 0.7424005513431277)
(55, 0.7626565051714752, 0.7832841399640732, 0.7446573076145617)
(56, 0.7615677735438214, 0.8012914512342912, 0.8840126116466597)
(57, 0.7191072400653239, 0.9064278504427222, 0.935906449220355)
(58, 0.7231899836690255, 0.908242174472436, 0.9748681624441755)
(59, 0.6780076211213936, 0.9879668480656443, 0.9594346925069644)
(60, 0.6559608056614045, 1.0167585341982759, 1.0596113944643928)
(61, 0.6510615133369625, 1.0404347725325598, 1.086986542438934)
(62, 0.6424877517691889, 1.0429906126702346, 0.9936933846831566)
(63, 0.6430321175830158, 1.0319047404954547, 0.9846722851198108)
(64, 0.6442569406641263, 1.032779002641084, 1.0479169716520127)
(65, 0.619352204681546, 1.0909768514737952, 1.1624014189702072)
(66, 0.6047904191616766, 1.1187211477906085, 1.0651152587166715)
(67, 0.6128198149156233, 1.1130452040600893, 1.042125698860388)
(68, 0.5998911268372347, 1.1295831638222726, 1.2295787693499438)
(69, 0.6023407729994557, 1.1496025621686328, 1.1275744577469258)
(70, 0.6196243875884594, 1.1072227901214275, 1.0759037177194524)
(71, 0.6325530756668482, 1.0869022380029116, 1.021060881435579)
(72, 0.6438486663037561, 1.0542947895713595, 1.1539923185457273)
(73, 0.6593630919978225, 1.0033280442511012, 1.0075688918876433)
(74, 0.649292324442025, 1.0481070091249476, 0.9618380174667421)
