Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Binary,0.0001,0.7576 +/- 0.0,0.8859 +/- 0.0,0.7923 +/- 0.0,0.4343 +/- 0.0,0.6567 +/- 0.0
