Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
LaplasianBinary,0.001,1.6815 +/- 0.0,2.3816 +/- 0.0,1.7483 +/- 0.0,0.5158 +/- 0.0,1.3363 +/- 0.0
