Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Binary,0.001,2.2955 +/- 0.0,2.8601 +/- 0.0,4.0644 +/- 0.0,0.2996 +/- 0.0,2.3024 +/- 0.0
