Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Binary,0.0001,0.7389 +/- 0.0,0.5492 +/- 0.0,0.6265 +/- 0.0,0.8939 +/- 0.0,0.7907 +/- 0.0
