Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Weighted,0.001,1.6634 +/- 0.0,2.3919 +/- 0.0,1.7659 +/- 0.0,0.5094 +/- 0.0,1.3307 +/- 0.0
