Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
LaplasianBinary,0.001,2.2953 +/- 0.0,2.8661 +/- 0.0,4.0654 +/- 0.0,0.3091 +/- 0.0,2.3075 +/- 0.0
