Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
LaplasianBinary,0.001,3.5697 +/- 0.0,5.8748 +/- 0.0,3.6131 +/- 0.0,0.3185 +/- 0.0,2.3075 +/- 0.0
