Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Weighted,0.001,2.2941 +/- 0.0,2.86 +/- 0.0,4.0236 +/- 0.0,0.2989 +/- 0.0,2.2908 +/- 0.0
