Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Weighted,0.001,1.1009 +/- 0.0,1.5571 +/- 0.0,1.5908 +/- 0.0,1.1289 +/- 0.0,1.3402 +/- 0.0
