Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Laplisan_Binary,0.0001,0.7678 +/- 0.0,0.6025 +/- 0.0,0.6325 +/- 0.0,0.9151 +/- 0.0,0.8168 +/- 0.0
