Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Binary,0.001,1.6893 +/- 0.0,2.3936 +/- 0.0,1.7525 +/- 0.0,0.5129 +/- 0.0,1.3402 +/- 0.0
