Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
=Weighted,0.001,3.6027 +/- 0.0,5.9339 +/- 0.0,3.5119 +/- 0.0,0.2434 +/- 0.0,2.2908 +/- 0.0
