Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Binary,0.001,3.5993 +/- 0.0,5.9797 +/- 0.0,3.4997 +/- 0.0,0.2697 +/- 0.0,2.3024 +/- 0.0
