Variant,Learning Rate,Quartile_1,Quartile_2,Quartile_3,Quartile_4,Overall
Binary,0.0001,0.7275 +/- 0.0,0.6824 +/- 0.0,0.7857 +/- 0.0,0.9183 +/- 0.0,0.7918 +/- 0.0
